Comparison,t,z
ContinuousFamiliar-ContinuousUnfamiliar,0.287854230638069,4.735
ContinuousFamiliar-ContinuousUnfamiliar,0.294918547609864,4.79
ContinuousFamiliar-ContinuousUnfamiliar,0.323732629780116,4.845
ContinuousFamiliar-ContinuousUnfamiliar,0.372199941072819,4.9
ContinuousFamiliar-ContinuousUnfamiliar,0.420691707001769,4.955
ContinuousFamiliar-ContinuousUnfamiliar,0.450160547757569,5.01
ContinuousFamiliar-ContinuousUnfamiliar,0.459181911895451,5.065
ContinuousFamiliar-ContinuousUnfamiliar,0.442709635756185,5.12
ContinuousFamiliar-ContinuousUnfamiliar,0.425899338028076,5.175
ContinuousFamiliar-ContinuousUnfamiliar,0.411484690134985,5.23
ContinuousFamiliar-ContinuousUnfamiliar,0.398988933296453,5.285
ContinuousFamiliar-ContinuousUnfamiliar,0.396146164809255,5.34
ContinuousFamiliar-ContinuousUnfamiliar,0.411340532474993,5.395
ContinuousFamiliar-ContinuousUnfamiliar,0.456826306394255,5.45
ContinuousFamiliar-ContinuousUnfamiliar,0.484863175050451,5.505
ContinuousFamiliar-ContinuousUnfamiliar,0.469167199104839,5.56
ContinuousFamiliar-ContinuousUnfamiliar,0.471037982025551,5.615
ContinuousFamiliar-ContinuousUnfamiliar,0.536260555750526,5.67
ContinuousFamiliar-ContinuousUnfamiliar,0.523253159686785,5.725
ContinuousFamiliar-ContinuousUnfamiliar,0.538760261740951,5.78
ContinuousFamiliar-ContinuousUnfamiliar,0.608082731824015,5.835
ContinuousFamiliar-ContinuousUnfamiliar,0.172600526622038,5.89
ContinuousFamiliar-ContinuousUnfamiliar,-0.0299390585671561,5.945
