Comparison,t,z
IntermittentUnfamiliar-IntermittentFamiliar,1.03906150108768,5.34
IntermittentUnfamiliar-IntermittentFamiliar,0.924346629513076,5.395
IntermittentUnfamiliar-IntermittentFamiliar,0.812677869183398,5.45
IntermittentUnfamiliar-IntermittentFamiliar,0.708423741433533,5.505
IntermittentUnfamiliar-IntermittentFamiliar,0.623382090129857,5.56
IntermittentUnfamiliar-IntermittentFamiliar,0.555360039538033,5.615
IntermittentUnfamiliar-IntermittentFamiliar,0.490520038473585,5.67
IntermittentUnfamiliar-IntermittentFamiliar,0.429338382814617,5.725
IntermittentUnfamiliar-IntermittentFamiliar,0.376352394132864,5.78
IntermittentUnfamiliar-IntermittentFamiliar,0.34618924400043,5.835
IntermittentUnfamiliar-IntermittentFamiliar,0.343432318490207,5.89
IntermittentUnfamiliar-IntermittentFamiliar,0.356075716433297,5.945
