Comparison,t,z
UnfamiliarIntermittent-UnfamiliarContinuous,0.688228650478131,5.23
UnfamiliarIntermittent-UnfamiliarContinuous,0.621815675134297,5.285
UnfamiliarIntermittent-UnfamiliarContinuous,0.558956430470267,5.34
UnfamiliarIntermittent-UnfamiliarContinuous,0.499547799364282,5.395
UnfamiliarIntermittent-UnfamiliarContinuous,0.442251116637912,5.45
UnfamiliarIntermittent-UnfamiliarContinuous,0.383053602651138,5.505
UnfamiliarIntermittent-UnfamiliarContinuous,0.325894924242644,5.56
UnfamiliarIntermittent-UnfamiliarContinuous,0.272273678769433,5.615
UnfamiliarIntermittent-UnfamiliarContinuous,0.219165933665416,5.67
UnfamiliarIntermittent-UnfamiliarContinuous,0.170386675060613,5.725
UnfamiliarIntermittent-UnfamiliarContinuous,0.139430737041358,5.78
UnfamiliarIntermittent-UnfamiliarContinuous,0.140262583009496,5.835
UnfamiliarIntermittent-UnfamiliarContinuous,0.169153286325578,5.89
UnfamiliarIntermittent-UnfamiliarContinuous,0.210989055109298,5.945
