"","SubjectNo","ExpNo","DisplayMode","Familiarity","seg.z","headingErr"
"232","S_S05","Strobe","Intermittent","Familiar",2.205,4.38065677365432
"233","S_S05","Strobe","Intermittent","Familiar",2.26,4.21681226299837
"234","S_S05","Strobe","Intermittent","Familiar",2.315,4.06835905073827
"235","S_S05","Strobe","Intermittent","Familiar",2.37,3.94112998784471
"236","S_S05","Strobe","Intermittent","Familiar",2.425,3.84053538739464
"237","S_S05","Strobe","Intermittent","Familiar",2.48,3.76174775903817
"238","S_S05","Strobe","Intermittent","Familiar",2.535,3.6944636702385
"239","S_S05","Strobe","Intermittent","Familiar",2.59,3.65140867701326
"240","S_S05","Strobe","Intermittent","Familiar",2.645,3.63540455594524
"241","S_S05","Strobe","Intermittent","Familiar",2.7,3.63660721751086
"242","S_S05","Strobe","Intermittent","Familiar",2.755,3.65223945554829
"243","S_S05","Strobe","Intermittent","Familiar",2.81,3.69122443866758
"244","S_S05","Strobe","Intermittent","Familiar",2.865,3.74754080667371
"245","S_S05","Strobe","Intermittent","Familiar",2.92,3.80916073696479
"246","S_S05","Strobe","Intermittent","Familiar",2.975,3.91313069885117
"247","S_S05","Strobe","Intermittent","Familiar",3.03,4.04473647742926
"248","S_S05","Strobe","Intermittent","Familiar",3.085,4.18810636170352
"249","S_S05","Strobe","Intermittent","Familiar",3.14,4.3614160030505
"250","S_S05","Strobe","Intermittent","Familiar",3.195,4.59021698767339
"251","S_S05","Strobe","Intermittent","Familiar",3.25,4.84406490802444
"252","S_S05","Strobe","Intermittent","Familiar",3.305,5.11454699160407
"253","S_S05","Strobe","Intermittent","Familiar",3.36,5.44790460457075
"254","S_S05","Strobe","Intermittent","Familiar",3.415,5.78282870828485
"255","S_S05","Strobe","Intermittent","Familiar",3.47,6.11195318868598
"256","S_S05","Strobe","Intermittent","Familiar",3.525,6.44411865419307
"257","S_S05","Strobe","Intermittent","Familiar",3.58,6.75654239909882
"258","S_S05","Strobe","Intermittent","Familiar",3.635,7.03524781662426
"259","S_S05","Strobe","Intermittent","Familiar",3.69,7.26489709285267
"260","S_S05","Strobe","Intermittent","Familiar",3.745,7.46066374325033
"261","S_S05","Strobe","Intermittent","Familiar",3.8,7.62819175533756
"262","S_S05","Strobe","Intermittent","Familiar",3.855,7.76972243496032
"263","S_S05","Strobe","Intermittent","Familiar",3.91,7.88251782285036
"264","S_S05","Strobe","Intermittent","Familiar",3.965,7.95490318809101
"265","S_S05","Strobe","Intermittent","Familiar",4.02,8.0121745711251
"266","S_S05","Strobe","Intermittent","Familiar",4.075,8.05780331690613
"267","S_S05","Strobe","Intermittent","Familiar",4.13,8.08863380875533
"268","S_S05","Strobe","Intermittent","Familiar",4.185,8.12275710294101
"269","S_S05","Strobe","Intermittent","Familiar",4.24,8.15009893263335
"270","S_S05","Strobe","Intermittent","Familiar",4.295,8.15474564162533
"271","S_S05","Strobe","Intermittent","Familiar",4.35,8.13325737486711
"272","S_S05","Strobe","Intermittent","Familiar",4.405,8.0858293298862
"273","S_S05","Strobe","Intermittent","Familiar",4.46,8.01963917452845
"274","S_S05","Strobe","Intermittent","Familiar",4.515,7.927996016988
"275","S_S05","Strobe","Intermittent","Familiar",4.57,7.83160945377694
"276","S_S05","Strobe","Intermittent","Familiar",4.625,7.72201827512453
"277","S_S05","Strobe","Intermittent","Familiar",4.68,7.57175233738717
"278","S_S05","Strobe","Intermittent","Familiar",4.735,7.39880956477175
"279","S_S05","Strobe","Intermittent","Familiar",4.79,7.21272419601072
"280","S_S05","Strobe","Intermittent","Familiar",4.845,7.01887044437453
"281","S_S05","Strobe","Intermittent","Familiar",4.9,6.81978838323045
"282","S_S05","Strobe","Intermittent","Familiar",4.955,6.62657915311102
"283","S_S05","Strobe","Intermittent","Familiar",5.01,6.45194990265454
"284","S_S05","Strobe","Intermittent","Familiar",5.065,6.30891213176044
"285","S_S05","Strobe","Intermittent","Familiar",5.12,6.18195259933304
"286","S_S05","Strobe","Intermittent","Familiar",5.175,6.08580208375426
"287","S_S05","Strobe","Intermittent","Familiar",5.23,6.01781519148133
"288","S_S05","Strobe","Intermittent","Familiar",5.285,5.9584324485804
"289","S_S05","Strobe","Intermittent","Familiar",5.34,5.92245962254637
"290","S_S05","Strobe","Intermittent","Familiar",5.395,5.89923223878661
"291","S_S05","Strobe","Intermittent","Familiar",5.45,5.88723070793623
"292","S_S05","Strobe","Intermittent","Familiar",5.505,5.88751218697978
"293","S_S05","Strobe","Intermittent","Familiar",5.56,5.8932729677852
"294","S_S05","Strobe","Intermittent","Familiar",5.615,5.89331969568627
"295","S_S05","Strobe","Intermittent","Familiar",5.67,5.91232799159613
"296","S_S05","Strobe","Intermittent","Familiar",5.725,5.9523365126251
"297","S_S05","Strobe","Intermittent","Familiar",5.78,6.01132401582323
"298","S_S05","Strobe","Intermittent","Familiar",5.835,6.10231081462888
"299","S_S05","Strobe","Intermittent","Familiar",5.89,6.24884934005945
"300","S_S05","Strobe","Intermittent","Familiar",5.945,6.45900607377406
"301","S_S07","Strobe","Intermittent","Familiar",0.5,8.54106817691962
"302","S_S07","Strobe","Intermittent","Familiar",0.555,9.1595945888799
"303","S_S07","Strobe","Intermittent","Familiar",0.61,9.60425380052562
"304","S_S07","Strobe","Intermittent","Familiar",0.665,9.92869224590727
"305","S_S07","Strobe","Intermittent","Familiar",0.72,10.1730099820374
"306","S_S07","Strobe","Intermittent","Familiar",0.775,10.373873396105
"307","S_S07","Strobe","Intermittent","Familiar",0.83,10.5263138474771
"308","S_S07","Strobe","Intermittent","Familiar",0.885,10.6104826564695
"309","S_S07","Strobe","Intermittent","Familiar",0.94,10.6372423539173
"310","S_S07","Strobe","Intermittent","Familiar",0.995,10.6255307319116
"311","S_S07","Strobe","Intermittent","Familiar",1.05,10.5870563765584
"312","S_S07","Strobe","Intermittent","Familiar",1.105,10.508282828127
"313","S_S07","Strobe","Intermittent","Familiar",1.16,10.370412354953
"314","S_S07","Strobe","Intermittent","Familiar",1.215,10.172036551947
"315","S_S07","Strobe","Intermittent","Familiar",1.27,9.93144466471552
"316","S_S07","Strobe","Intermittent","Familiar",1.325,9.67479340682707
"317","S_S07","Strobe","Intermittent","Familiar",1.38,9.43458433215037
