"","SubjectNo","ExpNo","DisplayMode","Familiarity","seg.z","headingErr"
"173","L_S136","Lit","NoGoggles","Unfamiliar",4.46,0.0962467689239202
"174","L_S136","Lit","NoGoggles","Unfamiliar",4.515,-0.0406852981132497
"175","L_S136","Lit","NoGoggles","Unfamiliar",4.57,-0.19275377454365
"176","L_S136","Lit","NoGoggles","Unfamiliar",4.625,-0.336998014810423
"177","L_S136","Lit","NoGoggles","Unfamiliar",4.68,-0.484933841322981
"178","L_S136","Lit","NoGoggles","Unfamiliar",4.735,-0.641915686889756
"179","L_S136","Lit","NoGoggles","Unfamiliar",4.79,-0.790753811951944
"180","L_S136","Lit","NoGoggles","Unfamiliar",4.845,-0.94120007185137
"181","L_S136","Lit","NoGoggles","Unfamiliar",4.9,-1.08855521081137
"182","L_S136","Lit","NoGoggles","Unfamiliar",4.955,-1.23530803178422
"183","L_S136","Lit","NoGoggles","Unfamiliar",5.01,-1.36860548927549
"184","L_S136","Lit","NoGoggles","Unfamiliar",5.065,-1.4906005859122
"185","L_S136","Lit","NoGoggles","Unfamiliar",5.12,-1.60827126861376
"186","L_S136","Lit","NoGoggles","Unfamiliar",5.175,-1.71743122178219
"187","L_S136","Lit","NoGoggles","Unfamiliar",5.23,-1.81858440784452
"188","L_S136","Lit","NoGoggles","Unfamiliar",5.285,-1.91088831699038
"189","L_S136","Lit","NoGoggles","Unfamiliar",5.34,-1.99866365754044
"190","L_S136","Lit","NoGoggles","Unfamiliar",5.395,-2.07787679181566
"191","L_S136","Lit","NoGoggles","Unfamiliar",5.45,-2.15512085664459
"192","L_S136","Lit","NoGoggles","Unfamiliar",5.505,-2.23249212784565
"193","L_S136","Lit","NoGoggles","Unfamiliar",5.56,-2.31125208230769
"194","L_S136","Lit","NoGoggles","Unfamiliar",5.615,-2.39779053733809
"195","L_S136","Lit","NoGoggles","Unfamiliar",5.67,-2.50002796043377
"196","L_S136","Lit","NoGoggles","Unfamiliar",5.725,-2.61742122640309
"197","L_S136","Lit","NoGoggles","Unfamiliar",5.78,-2.74844575851056
"198","L_S136","Lit","NoGoggles","Unfamiliar",5.835,-2.91412636740397
"199","L_S136","Lit","NoGoggles","Unfamiliar",5.89,-3.11198715865862
"200","L_S136","Lit","NoGoggles","Unfamiliar",5.945,-3.3611442130195
"201","L_S139","Lit","NoGoggles","Familiar",0.5,5.69423577325834
"202","L_S139","Lit","NoGoggles","Familiar",0.555,5.5945158673714
"203","L_S139","Lit","NoGoggles","Familiar",0.61,5.48869621895011
"204","L_S139","Lit","NoGoggles","Familiar",0.665,5.36925466007055
"205","L_S139","Lit","NoGoggles","Familiar",0.72,5.25251814123757
"206","L_S139","Lit","NoGoggles","Familiar",0.775,5.14288493815891
"207","L_S139","Lit","NoGoggles","Familiar",0.83,5.02616645688265
"208","L_S139","Lit","NoGoggles","Familiar",0.885,4.90580956421819
"209","L_S139","Lit","NoGoggles","Familiar",0.94,4.79517547706646
"210","L_S139","Lit","NoGoggles","Familiar",0.995,4.69731224471254
"211","L_S139","Lit","NoGoggles","Familiar",1.05,4.59958882467677
"212","L_S139","Lit","NoGoggles","Familiar",1.105,4.49763973615242
"213","L_S139","Lit","NoGoggles","Familiar",1.16,4.41895521109356
"214","L_S139","Lit","NoGoggles","Familiar",1.215,4.34736390222179
"215","L_S139","Lit","NoGoggles","Familiar",1.27,4.28555163302049
"216","L_S139","Lit","NoGoggles","Familiar",1.325,4.23432400552617
"217","L_S139","Lit","NoGoggles","Familiar",1.38,4.19391485226832
"218","L_S139","Lit","NoGoggles","Familiar",1.435,4.16718089674176
"219","L_S139","Lit","NoGoggles","Familiar",1.49,4.1479977194593
"220","L_S139","Lit","NoGoggles","Familiar",1.545,4.14270364854038
"221","L_S139","Lit","NoGoggles","Familiar",1.6,4.14474678577197
"222","L_S139","Lit","NoGoggles","Familiar",1.655,4.15274648399113
"223","L_S139","Lit","NoGoggles","Familiar",1.71,4.17312032165032
"224","L_S139","Lit","NoGoggles","Familiar",1.765,4.19553299437373
"225","L_S139","Lit","NoGoggles","Familiar",1.82,4.2193220439751
"226","L_S139","Lit","NoGoggles","Familiar",1.875,4.24508568158099
"227","L_S139","Lit","NoGoggles","Familiar",1.93,4.27342640510267
"228","L_S139","Lit","NoGoggles","Familiar",1.985,4.30315488566825
"229","L_S139","Lit","NoGoggles","Familiar",2.04,4.32402851624447
