Comparison,t,z
UnfamiliarUnknown-FamiliarKnown,1.50135289229833,5.285
UnfamiliarUnknown-FamiliarKnown,1.41388594577873,5.34
UnfamiliarUnknown-FamiliarKnown,1.30209614803994,5.395
UnfamiliarUnknown-FamiliarKnown,1.15057423524572,5.45
UnfamiliarUnknown-FamiliarKnown,1.04281922865152,5.505
UnfamiliarUnknown-FamiliarKnown,0.969023445462278,5.56
UnfamiliarUnknown-FamiliarKnown,0.922429589486455,5.615
UnfamiliarUnknown-FamiliarKnown,0.894912581160158,5.67
UnfamiliarUnknown-FamiliarKnown,0.851391947285117,5.725
UnfamiliarUnknown-FamiliarKnown,0.788254123305215,5.78
UnfamiliarUnknown-FamiliarKnown,0.726382580789425,5.835
UnfamiliarUnknown-FamiliarKnown,0.655800867591024,5.89
UnfamiliarUnknown-FamiliarKnown,0.79550410373829,5.945
