"","SubjectNo","Familiarity","TargetPosition","seg.z","headingErr"
"1","S02","Unfamiliar","Unknown",0.5,9.6445362011199
"2","S02","Unfamiliar","Unknown",0.555,9.54305910067743
"3","S02","Unfamiliar","Unknown",0.61,9.38211941150664
"4","S02","Unfamiliar","Unknown",0.665,9.20374198099149
"5","S02","Unfamiliar","Unknown",0.72,9.04531246559978
"6","S02","Unfamiliar","Unknown",0.775,8.92590652142433
"7","S02","Unfamiliar","Unknown",0.83,8.85271256341379
"8","S02","Unfamiliar","Unknown",0.885,8.80834250903605
"9","S02","Unfamiliar","Unknown",0.94,8.75886620424912
"10","S02","Unfamiliar","Unknown",0.995,8.69271180670734
"11","S02","Unfamiliar","Unknown",1.05,8.605924297954
"12","S02","Unfamiliar","Unknown",1.105,8.50939554127661
"13","S02","Unfamiliar","Unknown",1.16,8.40740255479557
"14","S02","Unfamiliar","Unknown",1.215,8.31450836604585
"15","S02","Unfamiliar","Unknown",1.27,8.23481022814967
"16","S02","Unfamiliar","Unknown",1.325,8.16411347072362
"17","S02","Unfamiliar","Unknown",1.38,8.10645449746664
"18","S02","Unfamiliar","Unknown",1.435,8.06215612197078
"19","S02","Unfamiliar","Unknown",1.49,8.0341342003505
"20","S02","Unfamiliar","Unknown",1.545,8.02618706235019
"21","S02","Unfamiliar","Unknown",1.6,8.04021305629639
"22","S02","Unfamiliar","Unknown",1.655,8.07015053097186
"23","S02","Unfamiliar","Unknown",1.71,8.11798505378425
"24","S02","Unfamiliar","Unknown",1.765,8.16308835754228
"25","S02","Unfamiliar","Unknown",1.82,8.18359342893752
"26","S02","Unfamiliar","Unknown",1.875,8.1738822389602
"27","S02","Unfamiliar","Unknown",1.93,8.14035425030922
"28","S02","Unfamiliar","Unknown",1.985,8.09391393343026
"29","S02","Unfamiliar","Unknown",2.04,8.04246473941766
"30","S02","Unfamiliar","Unknown",2.095,7.99024968719805
"31","S02","Unfamiliar","Unknown",2.15,7.9422552559363
"32","S02","Unfamiliar","Unknown",2.205,7.90630772729522
"33","S02","Unfamiliar","Unknown",2.26,7.89144166363339
"34","S02","Unfamiliar","Unknown",2.315,7.90735095863002
"35","S02","Unfamiliar","Unknown",2.37,7.95409705409646
"36","S02","Unfamiliar","Unknown",2.425,8.02157713786091
"37","S02","Unfamiliar","Unknown",2.48,8.11283814664996
"38","S02","Unfamiliar","Unknown",2.535,8.21049850147656
"39","S02","Unfamiliar","Unknown",2.59,8.29835237195546
"40","S02","Unfamiliar","Unknown",2.645,8.37928115290758
"41","S02","Unfamiliar","Unknown",2.7,8.44047048476827
"42","S02","Unfamiliar","Unknown",2.755,8.48072619314696
"43","S02","Unfamiliar","Unknown",2.81,8.5063797916425
"44","S02","Unfamiliar","Unknown",2.865,8.51881103741923
"45","S02","Unfamiliar","Unknown",2.92,8.53362630093706
"46","S02","Unfamiliar","Unknown",2.975,8.55658383719805
"47","S02","Unfamiliar","Unknown",3.03,8.59146819195704
"48","S02","Unfamiliar","Unknown",3.085,8.64532127123404
"49","S02","Unfamiliar","Unknown",3.14,8.71322837410255
"50","S02","Unfamiliar","Unknown",3.195,8.79031517517827
"51","S02","Unfamiliar","Unknown",3.25,8.87220908263382
"52","S02","Unfamiliar","Unknown",3.305,8.94897012862648
"53","S02","Unfamiliar","Unknown",3.36,9.00255295298729
"54","S02","Unfamiliar","Unknown",3.415,9.02772837657498
"55","S02","Unfamiliar","Unknown",3.47,9.04649120808865
"56","S02","Unfamiliar","Unknown",3.525,9.06597177660977
"57","S02","Unfamiliar","Unknown",3.58,9.08421762195398
"58","S02","Unfamiliar","Unknown",3.635,9.10244685925413
"59","S02","Unfamiliar","Unknown",3.69,9.11598059601027
"60","S02","Unfamiliar","Unknown",3.745,9.1267225842399
"61","S02","Unfamiliar","Unknown",3.8,9.12463867898996
"62","S02","Unfamiliar","Unknown",3.855,9.1103248798393
"63","S02","Unfamiliar","Unknown",3.91,9.08498626042292
"64","S02","Unfamiliar","Unknown",3.965,9.04076377727263
"65","S02","Unfamiliar","Unknown",4.02,8.97419126208823
"66","S02","Unfamiliar","Unknown",4.075,8.88944911257171
"67","S02","Unfamiliar","Unknown",4.13,8.78780289479577
"68","S02","Unfamiliar","Unknown",4.185,8.66041705287994
"69","S02","Unfamiliar","Unknown",4.24,8.49220810878126
"70","S02","Unfamiliar","Unknown",4.295,8.28706731082237
"71","S02","Unfamiliar","Unknown",4.35,8.05287100350738
"72","S02","Unfamiliar","Unknown",4.405,7.7706398625831
"73","S02","Unfamiliar","Unknown",4.46,7.44115770434381
"74","S02","Unfamiliar","Unknown",4.515,7.10593724365828
"75","S02","Unfamiliar","Unknown",4.57,6.74350147433208
"76","S02","Unfamiliar","Unknown",4.625,6.31539500618131
"77","S02","Unfamiliar","Unknown",4.68,5.88932189813536
"78","S02","Unfamiliar","Unknown",4.735,5.48702052138692
"79","S02","Unfamiliar","Unknown",4.79,5.08436513221501
"80","S02","Unfamiliar","Unknown",4.845,4.69770626375002
"81","S02","Unfamiliar","Unknown",4.9,4.3407933546499
"82","S02","Unfamiliar","Unknown",4.955,4.04972564119745
"83","S02","Unfamiliar","Unknown",5.01,3.82888373670762
"84","S02","Unfamiliar","Unknown",5.065,3.66675449020287
"85","S02","Unfamiliar","Unknown",5.12,3.53286636899362
"86","S02","Unfamiliar","Unknown",5.175,3.41358844682613
"87","S02","Unfamiliar","Unknown",5.23,3.30842870722616
"88","S02","Unfamiliar","Unknown",5.285,3.22516865501374
"89","S02","Unfamiliar","Unknown",5.34,3.16360321959474
"90","S02","Unfamiliar","Unknown",5.395,3.12651424054973
"91","S02","Unfamiliar","Unknown",5.45,3.0940810949101
"92","S02","Unfamiliar","Unknown",5.505,3.04344205673023
"93","S02","Unfamiliar","Unknown",5.56,2.97132526213018
"94","S02","Unfamiliar","Unknown",5.615,2.85803010913476
"95","S02","Unfamiliar","Unknown",5.67,2.68681774084882
"96","S02","Unfamiliar","Unknown",5.725,2.47760389380391
"97","S02","Unfamiliar","Unknown",5.78,2.25487415159172
"98","S02","Unfamiliar","Unknown",5.835,2.06008279060112
"99","S02","Unfamiliar","Unknown",5.89,1.9754427891224
"100","S02","Unfamiliar","Unknown",5.945,2.07786598291022
"101","S03","Unfamiliar","Unknown",0.5,9.41247832504787
"102","S03","Unfamiliar","Unknown",0.555,9.827176892497
"103","S03","Unfamiliar","Unknown",0.61,10.2836362736293
"104","S03","Unfamiliar","Unknown",0.665,10.7697454541501
"105","S03","Unfamiliar","Unknown",0.72,11.1565931782499
"106","S03","Unfamiliar","Unknown",0.775,11.2315166242122
"107","S03","Unfamiliar","Unknown",0.83,10.9891405963688
"108","S03","Unfamiliar","Unknown",0.885,10.6876295184431
"109","S03","Unfamiliar","Unknown",0.94,10.4024692650099
"110","S03","Unfamiliar","Unknown",0.995,10.1241508917044
"111","S03","Unfamiliar","Unknown",1.05,9.8939980724433
"112","S03","Unfamiliar","Unknown",1.105,9.68433371653285
"113","S03","Unfamiliar","Unknown",1.16,9.4847657603782
"114","S03","Unfamiliar","Unknown",1.215,9.33536747017525
"115","S03","Unfamiliar","Unknown",1.27,9.22678022536057
"116","S03","Unfamiliar","Unknown",1.325,9.15848040291993
"117","S03","Unfamiliar","Unknown",1.38,9.13753355599958
"118","S03","Unfamiliar","Unknown",1.435,9.14159651258945
"119","S03","Unfamiliar","Unknown",1.49,9.1664054079158
"120","S03","Unfamiliar","Unknown",1.545,9.19361693318772
"121","S03","Unfamiliar","Unknown",1.6,9.2154781089814
"122","S03","Unfamiliar","Unknown",1.655,9.24187221054003
"123","S03","Unfamiliar","Unknown",1.71,9.27026533186432
"124","S03","Unfamiliar","Unknown",1.765,9.29776028416421
"125","S03","Unfamiliar","Unknown",1.82,9.31412547976603
"126","S03","Unfamiliar","Unknown",1.875,9.31052124193699
"127","S03","Unfamiliar","Unknown",1.93,9.28945382600635
"128","S03","Unfamiliar","Unknown",1.985,9.25000302897366
"129","S03","Unfamiliar","Unknown",2.04,9.19444551765074
"130","S03","Unfamiliar","Unknown",2.095,9.13749333245512
"131","S03","Unfamiliar","Unknown",2.15,9.07630716049477
"132","S03","Unfamiliar","Unknown",2.205,9.00717883691879
"133","S03","Unfamiliar","Unknown",2.26,8.9389926589631
"134","S03","Unfamiliar","Unknown",2.315,8.87346082727826
"135","S03","Unfamiliar","Unknown",2.37,8.8234915969413
"136","S03","Unfamiliar","Unknown",2.425,8.8028698906713
"137","S03","Unfamiliar","Unknown",2.48,8.82436484052701
"138","S03","Unfamiliar","Unknown",2.535,8.89669116674962
"139","S03","Unfamiliar","Unknown",2.59,9.02207091401919
"140","S03","Unfamiliar","Unknown",2.645,9.16852997292631
"141","S03","Unfamiliar","Unknown",2.7,9.32554836126551
"142","S03","Unfamiliar","Unknown",2.755,9.47785467711234
"143","S03","Unfamiliar","Unknown",2.81,9.61463104342431
"144","S03","Unfamiliar","Unknown",2.865,9.73609925122235
"145","S03","Unfamiliar","Unknown",2.92,9.83179558518697
"146","S03","Unfamiliar","Unknown",2.975,9.91113087873637
"147","S03","Unfamiliar","Unknown",3.03,9.96955575368576
"148","S03","Unfamiliar","Unknown",3.085,10.0187480125556
"149","S03","Unfamiliar","Unknown",3.14,10.0538228486115
"150","S03","Unfamiliar","Unknown",3.195,10.0579433293214
"151","S03","Unfamiliar","Unknown",3.25,10.0176947518391
"152","S03","Unfamiliar","Unknown",3.305,9.9143934896155
"153","S03","Unfamiliar","Unknown",3.36,9.74000920777171
"154","S03","Unfamiliar","Unknown",3.415,9.50541795222606
"155","S03","Unfamiliar","Unknown",3.47,9.20446347857497
"156","S03","Unfamiliar","Unknown",3.525,8.84232559664266
"157","S03","Unfamiliar","Unknown",3.58,8.46060872672807
"158","S03","Unfamiliar","Unknown",3.635,8.06187851935414
"159","S03","Unfamiliar","Unknown",3.69,7.67545577550643
"160","S03","Unfamiliar","Unknown",3.745,7.33278362918465
"161","S03","Unfamiliar","Unknown",3.8,7.03398529912365
"162","S03","Unfamiliar","Unknown",3.855,6.77509062898802
"163","S03","Unfamiliar","Unknown",3.91,6.58103037442724
"164","S03","Unfamiliar","Unknown",3.965,6.46377419761101
"165","S03","Unfamiliar","Unknown",4.02,6.41345899345011
"166","S03","Unfamiliar","Unknown",4.075,6.429106897343
"167","S03","Unfamiliar","Unknown",4.13,6.49297071175574
"168","S03","Unfamiliar","Unknown",4.185,6.59494137791556
"169","S03","Unfamiliar","Unknown",4.24,6.72200087162165
"170","S03","Unfamiliar","Unknown",4.295,6.86642714146253
"171","S03","Unfamiliar","Unknown",4.35,7.02462409346868
"172","S03","Unfamiliar","Unknown",4.405,7.19249473774245
"173","S03","Unfamiliar","Unknown",4.46,7.3661371235039
"174","S03","Unfamiliar","Unknown",4.515,7.53227780805102
"175","S03","Unfamiliar","Unknown",4.57,7.69118371463934
"176","S03","Unfamiliar","Unknown",4.625,7.85046390363812
"177","S03","Unfamiliar","Unknown",4.68,7.98681192733693
"178","S03","Unfamiliar","Unknown",4.735,8.09920628444507
"179","S03","Unfamiliar","Unknown",4.79,8.18799450667202
"180","S03","Unfamiliar","Unknown",4.845,8.24133503934085
"181","S03","Unfamiliar","Unknown",4.9,8.26374870845714
"182","S03","Unfamiliar","Unknown",4.955,8.26263627435188
"183","S03","Unfamiliar","Unknown",5.01,8.25542827955735
"184","S03","Unfamiliar","Unknown",5.065,8.2479509775472
"185","S03","Unfamiliar","Unknown",5.12,8.26423422107601
"186","S03","Unfamiliar","Unknown",5.175,8.31185581560016
"187","S03","Unfamiliar","Unknown",5.23,8.38689159010998
"188","S03","Unfamiliar","Unknown",5.285,8.4745874393676
"189","S03","Unfamiliar","Unknown",5.34,8.57314895308012
"190","S03","Unfamiliar","Unknown",5.395,8.66677634706823
"191","S03","Unfamiliar","Unknown",5.45,8.75191212317321
"192","S03","Unfamiliar","Unknown",5.505,8.84741562284201
"193","S03","Unfamiliar","Unknown",5.56,8.95497638381839
"194","S03","Unfamiliar","Unknown",5.615,9.08396381908544
"195","S03","Unfamiliar","Unknown",5.67,9.23932105970498
"196","S03","Unfamiliar","Unknown",5.725,9.40471134775818
"197","S03","Unfamiliar","Unknown",5.78,9.57526655335388
"198","S03","Unfamiliar","Unknown",5.835,9.75536820496631
"199","S03","Unfamiliar","Unknown",5.89,9.9393141479252
"200","S03","Unfamiliar","Unknown",5.945,10.1175625286061
"201","S05","Familiar","Known",0.5,4.88314109529854
"202","S05","Familiar","Known",0.555,5.20620147306659
"203","S05","Familiar","Known",0.61,5.46186148017334
"204","S05","Familiar","Known",0.665,5.61669007212124
"205","S05","Familiar","Known",0.72,5.67465044679563
"206","S05","Familiar","Known",0.775,5.68361432054265
"207","S05","Familiar","Known",0.83,5.67772666481033
"208","S05","Familiar","Known",0.885,5.65156064018099
"209","S05","Familiar","Known",0.94,5.62816730406317
"210","S05","Familiar","Known",0.995,5.62576660214068
"211","S05","Familiar","Known",1.05,5.62915974386142
"212","S05","Familiar","Known",1.105,5.63369918858147
"213","S05","Familiar","Known",1.16,5.65234617058213
"214","S05","Familiar","Known",1.215,5.67898953718283
"215","S05","Familiar","Known",1.27,5.6983869901701
"216","S05","Familiar","Known",1.325,5.71560464367982
"217","S05","Familiar","Known",1.38,5.72489374175785
"218","S05","Familiar","Known",1.435,5.72140865114827
"219","S05","Familiar","Known",1.49,5.71299104420132
"220","S05","Familiar","Known",1.545,5.69712934366882
"221","S05","Familiar","Known",1.6,5.67994376153846
"222","S05","Familiar","Known",1.655,5.66173550645464
"223","S05","Familiar","Known",1.71,5.63630610536548
"224","S05","Familiar","Known",1.765,5.61062367140681
"225","S05","Familiar","Known",1.82,5.59600922965607
"226","S05","Familiar","Known",1.875,5.58788983356475
"227","S05","Familiar","Known",1.93,5.57865636238085
"228","S05","Familiar","Known",1.985,5.57999212799533
"229","S05","Familiar","Known",2.04,5.58673426247127
"230","S05","Familiar","Known",2.095,5.59363249519083
"231","S05","Familiar","Known",2.15,5.60333781598529
"232","S05","Familiar","Known",2.205,5.60936618505675
"233","S05","Familiar","Known",2.26,5.61075650021987
"234","S05","Familiar","Known",2.315,5.60825384101092
"235","S05","Familiar","Known",2.37,5.59694399075021
"236","S05","Familiar","Known",2.425,5.57588496053299
"237","S05","Familiar","Known",2.48,5.55226605673
"238","S05","Familiar","Known",2.535,5.53282165956031
"239","S05","Familiar","Known",2.59,5.50869277875517
"240","S05","Familiar","Known",2.645,5.46575691083476
"241","S05","Familiar","Known",2.7,5.42253882253141
"242","S05","Familiar","Known",2.755,5.38500729116415
"243","S05","Familiar","Known",2.81,5.34631741775356
"244","S05","Familiar","Known",2.865,5.31332161606473
"245","S05","Familiar","Known",2.92,5.28493177989844
"246","S05","Familiar","Known",2.975,5.27060938748428
"247","S05","Familiar","Known",3.03,5.2664984689047
"248","S05","Familiar","Known",3.085,5.27525626670393
"249","S05","Familiar","Known",3.14,5.29309687597855
"250","S05","Familiar","Known",3.195,5.30900661145163
"251","S05","Familiar","Known",3.25,5.32129574760413
"252","S05","Familiar","Known",3.305,5.32929719645618
"253","S05","Familiar","Known",3.36,5.34146149476101
"254","S05","Familiar","Known",3.415,5.3487723023746
"255","S05","Familiar","Known",3.47,5.34722399208081
"256","S05","Familiar","Known",3.525,5.33858311978449
"257","S05","Familiar","Known",3.58,5.3158089629805
"258","S05","Familiar","Known",3.635,5.28710236998834
"259","S05","Familiar","Known",3.69,5.25842966531295
"260","S05","Familiar","Known",3.745,5.22718901506667
"261","S05","Familiar","Known",3.8,5.19288223982386
"262","S05","Familiar","Known",3.855,5.1582596407891
"263","S05","Familiar","Known",3.91,5.12534957779746
"264","S05","Familiar","Known",3.965,5.09524562909014
"265","S05","Familiar","Known",4.02,5.07323092381978
"266","S05","Familiar","Known",4.075,5.0522074418735
"267","S05","Familiar","Known",4.13,5.03264474734331
"268","S05","Familiar","Known",4.185,5.0262277249389
"269","S05","Familiar","Known",4.24,5.03006985624546
"270","S05","Familiar","Known",4.295,5.04389969913442
"271","S05","Familiar","Known",4.35,5.07274975755591
"272","S05","Familiar","Known",4.405,5.09325360731254
"273","S05","Familiar","Known",4.46,5.12051807431858
"274","S05","Familiar","Known",4.515,5.16673990793193
"275","S05","Familiar","Known",4.57,5.220152247271
"276","S05","Familiar","Known",4.625,5.27885857552008
"277","S05","Familiar","Known",4.68,5.34502489928339
"278","S05","Familiar","Known",4.735,5.42171255120799
"279","S05","Familiar","Known",4.79,5.50223867850911
"280","S05","Familiar","Known",4.845,5.59314735147227
"281","S05","Familiar","Known",4.9,5.69068167113816
"282","S05","Familiar","Known",4.955,5.79423443778997
"283","S05","Familiar","Known",5.01,5.90532903009329
"284","S05","Familiar","Known",5.065,6.01257734625601
"285","S05","Familiar","Known",5.12,6.11893658966142
"286","S05","Familiar","Known",5.175,6.21826574547258
"287","S05","Familiar","Known",5.23,6.30989651665061
"288","S05","Familiar","Known",5.285,6.39766391194132
"289","S05","Familiar","Known",5.34,6.47307086774774
"290","S05","Familiar","Known",5.395,6.53664650287638
"291","S05","Familiar","Known",5.45,6.58725609694232
"292","S05","Familiar","Known",5.505,6.62431137320703
"293","S05","Familiar","Known",5.56,6.64814696265122
"294","S05","Familiar","Known",5.615,6.66129286945967
"295","S05","Familiar","Known",5.67,6.66577205386323
"296","S05","Familiar","Known",5.725,6.65487650500784
"297","S05","Familiar","Known",5.78,6.62965099404063
"298","S05","Familiar","Known",5.835,6.57184285286082
"299","S05","Familiar","Known",5.89,6.47611007639176
"300","S05","Familiar","Known",5.945,6.34125513732278
"301","S06","Familiar","Known",0.5,7.34243083057449
"302","S06","Familiar","Known",0.555,7.19231050756042
"303","S06","Familiar","Known",0.61,6.97468268134176
"304","S06","Familiar","Known",0.665,6.67558795135887
"305","S06","Familiar","Known",0.72,6.34354973006886
"306","S06","Familiar","Known",0.775,6.02776524113716
"307","S06","Familiar","Known",0.83,5.77295776107478
"308","S06","Familiar","Known",0.885,5.57765693775546
"309","S06","Familiar","Known",0.94,5.44202876431297
"310","S06","Familiar","Known",0.995,5.37027288644091
"311","S06","Familiar","Known",1.05,5.36008970263895
"312","S06","Familiar","Known",1.105,5.40109069286326
"313","S06","Familiar","Known",1.16,5.47253300686127
"314","S06","Familiar","Known",1.215,5.57003457797964
"315","S06","Familiar","Known",1.27,5.69015655751258
"316","S06","Familiar","Known",1.325,5.81889935084243
"317","S06","Familiar","Known",1.38,5.94738887542937
"318","S06","Familiar","Known",1.435,6.10644877313709
"319","S06","Familiar","Known",1.49,6.32551283883999
"320","S06","Familiar","Known",1.545,6.59935387197508
"321","S06","Familiar","Known",1.6,6.88007582138755
"322","S06","Familiar","Known",1.655,7.13440642902017
"323","S06","Familiar","Known",1.71,7.3671111232518
"324","S06","Familiar","Known",1.765,7.58166921519183
"325","S06","Familiar","Known",1.82,7.74764835877332
"326","S06","Familiar","Known",1.875,7.86390075880058
"327","S06","Familiar","Known",1.93,7.97311604229445
"328","S06","Familiar","Known",1.985,8.08214104247381
"329","S06","Familiar","Known",2.04,8.16802052635934
"330","S06","Familiar","Known",2.095,8.22210355357019
"331","S06","Familiar","Known",2.15,8.22731402423442
"332","S06","Familiar","Known",2.205,8.18217939794252
"333","S06","Familiar","Known",2.26,8.12901054876908
"334","S06","Familiar","Known",2.315,8.0796434415011
"335","S06","Familiar","Known",2.37,7.9823254830819
"336","S06","Familiar","Known",2.425,7.82444335993523
"337","S06","Familiar","Known",2.48,7.67684586140187
"338","S06","Familiar","Known",2.535,7.60533597909735
"339","S06","Familiar","Known",2.59,7.60276306127029
"340","S06","Familiar","Known",2.645,7.64170442925188
"341","S06","Familiar","Known",2.7,7.66259048932597
"342","S06","Familiar","Known",2.755,7.57839680037214
"343","S06","Familiar","Known",2.81,7.42425064685686
"344","S06","Familiar","Known",2.865,7.32508475768401
"345","S06","Familiar","Known",2.92,7.34224269240834
"346","S06","Familiar","Known",2.975,7.48179559166277
"347","S06","Familiar","Known",3.03,7.74548409991035
"348","S06","Familiar","Known",3.085,8.14192842960908
"349","S06","Familiar","Known",3.14,8.62020868911542
"350","S06","Familiar","Known",3.195,9.05274513699181
"351","S06","Familiar","Known",3.25,9.09564803777371
"352","S06","Familiar","Known",3.305,8.82271813569397
"353","S06","Familiar","Known",3.36,8.65551417229638
"354","S06","Familiar","Known",3.415,8.5703900347186
"355","S06","Familiar","Known",3.47,8.5149348988062
"356","S06","Familiar","Known",3.525,8.50261372169811
"357","S06","Familiar","Known",3.58,8.53530376130624
"358","S06","Familiar","Known",3.635,8.53855379354093
"359","S06","Familiar","Known",3.69,8.4551574089354
"360","S06","Familiar","Known",3.745,8.22822656289502
"361","S06","Familiar","Known",3.8,7.81052028233286
"362","S06","Familiar","Known",3.855,7.37783120477552
"363","S06","Familiar","Known",3.91,7.06678435077316
"364","S06","Familiar","Known",3.965,6.8594035339903
"365","S06","Familiar","Known",4.02,6.73005300689847
"366","S06","Familiar","Known",4.075,6.64537854901776
"367","S06","Familiar","Known",4.13,6.58206756861887
"368","S06","Familiar","Known",4.185,6.49337731751526
"369","S06","Familiar","Known",4.24,6.3155155442661
"370","S06","Familiar","Known",4.295,6.09904477867041
"371","S06","Familiar","Known",4.35,5.95502300463898
"372","S06","Familiar","Known",4.405,5.91364713550163
"373","S06","Familiar","Known",4.46,5.98992751610616
"374","S06","Familiar","Known",4.515,6.09116046004959
"375","S06","Familiar","Known",4.57,6.07940328323587
"376","S06","Familiar","Known",4.625,5.93803857185566
"377","S06","Familiar","Known",4.68,5.73707553185114
"378","S06","Familiar","Known",4.735,5.55651950294447
"379","S06","Familiar","Known",4.79,5.43052135391612
"380","S06","Familiar","Known",4.845,5.3508421941941
"381","S06","Familiar","Known",4.9,5.32927315558287
"382","S06","Familiar","Known",4.955,5.57543651398758
"383","S06","Familiar","Known",5.01,6.22461138612913
"384","S06","Familiar","Known",5.065,6.80690884133092
"385","S06","Familiar","Known",5.12,7.09072373105667
"386","S06","Familiar","Known",5.175,7.05607729788179
"387","S06","Familiar","Known",5.23,6.84023110735536
"388","S06","Familiar","Known",5.285,6.56497467777374
"389","S06","Familiar","Known",5.34,6.23748701460552
"390","S06","Familiar","Known",5.395,6.31151098752012
"391","S06","Familiar","Known",5.45,6.82403316573825
"392","S06","Familiar","Known",5.505,7.14313733990488
"393","S06","Familiar","Known",5.56,7.21337128406118
"394","S06","Familiar","Known",5.615,6.93582901504904
"395","S06","Familiar","Known",5.67,6.32113203640403
"396","S06","Familiar","Known",5.725,5.81745918388188
"397","S06","Familiar","Known",5.78,5.69192103248013
"398","S06","Familiar","Known",5.835,5.88552088363574
"399","S06","Familiar","Known",5.89,6.04722077491003
"400","S06","Familiar","Known",5.945,6.04203776423834
"401","S103","Unfamiliar","Unknown",0.5,4.85230225368558
"402","S103","Unfamiliar","Unknown",0.555,5.23352799811828
"403","S103","Unfamiliar","Unknown",0.61,5.52647788187304
"404","S103","Unfamiliar","Unknown",0.665,5.71880313266099
"405","S103","Unfamiliar","Unknown",0.72,5.81700988449979
"406","S103","Unfamiliar","Unknown",0.775,5.83290041119016
"407","S103","Unfamiliar","Unknown",0.83,5.77430524933264
"408","S103","Unfamiliar","Unknown",0.885,5.66469736571707
"409","S103","Unfamiliar","Unknown",0.94,5.52352423617064
"410","S103","Unfamiliar","Unknown",0.995,5.35568414367153
"411","S103","Unfamiliar","Unknown",1.05,5.17127515515139
"412","S103","Unfamiliar","Unknown",1.105,4.96601348733889
"413","S103","Unfamiliar","Unknown",1.16,4.74061206022163
"414","S103","Unfamiliar","Unknown",1.215,4.50712694996683
"415","S103","Unfamiliar","Unknown",1.27,4.28055781041224
"416","S103","Unfamiliar","Unknown",1.325,4.08554939674863
"417","S103","Unfamiliar","Unknown",1.38,3.92836079895968
"418","S103","Unfamiliar","Unknown",1.435,3.82312491767563
"419","S103","Unfamiliar","Unknown",1.49,3.76906468753102
"420","S103","Unfamiliar","Unknown",1.545,3.76392703294908
"421","S103","Unfamiliar","Unknown",1.6,3.80518464539629
"422","S103","Unfamiliar","Unknown",1.655,3.87846685282548
"423","S103","Unfamiliar","Unknown",1.71,3.96440731761238
"424","S103","Unfamiliar","Unknown",1.765,4.06529420659929
"425","S103","Unfamiliar","Unknown",1.82,4.18334953773349
"426","S103","Unfamiliar","Unknown",1.875,4.32029688059518
"427","S103","Unfamiliar","Unknown",1.93,4.47179417805847
"428","S103","Unfamiliar","Unknown",1.985,4.62185556137215
"429","S103","Unfamiliar","Unknown",2.04,4.75577546399973
"430","S103","Unfamiliar","Unknown",2.095,4.88401967099759
"431","S103","Unfamiliar","Unknown",2.15,5.00436623656977
"432","S103","Unfamiliar","Unknown",2.205,5.12339010851254
"433","S103","Unfamiliar","Unknown",2.26,5.26388800504549
"434","S103","Unfamiliar","Unknown",2.315,5.42745178416823
"435","S103","Unfamiliar","Unknown",2.37,5.61980113612385
"436","S103","Unfamiliar","Unknown",2.425,5.84031562244715
"437","S103","Unfamiliar","Unknown",2.48,6.07984743308151
"438","S103","Unfamiliar","Unknown",2.535,6.31840230860311
"439","S103","Unfamiliar","Unknown",2.59,6.54924176734202
"440","S103","Unfamiliar","Unknown",2.645,6.7643373093511
"441","S103","Unfamiliar","Unknown",2.7,6.96057152053644
"442","S103","Unfamiliar","Unknown",2.755,7.16013293793095
"443","S103","Unfamiliar","Unknown",2.81,7.36484530065667
"444","S103","Unfamiliar","Unknown",2.865,7.58670857097113
"445","S103","Unfamiliar","Unknown",2.92,7.82816048843162
"446","S103","Unfamiliar","Unknown",2.975,8.06587120264381
"447","S103","Unfamiliar","Unknown",3.03,8.28662423664259
"448","S103","Unfamiliar","Unknown",3.085,8.45943474614932
"449","S103","Unfamiliar","Unknown",3.14,8.57721958015385
"450","S103","Unfamiliar","Unknown",3.195,8.64501859411783
"451","S103","Unfamiliar","Unknown",3.25,8.65190094167318
"452","S103","Unfamiliar","Unknown",3.305,8.60256069306741
"453","S103","Unfamiliar","Unknown",3.36,8.49453259364924
"454","S103","Unfamiliar","Unknown",3.415,8.3244622339955
"455","S103","Unfamiliar","Unknown",3.47,8.12037430835697
"456","S103","Unfamiliar","Unknown",3.525,7.90309828918223
"457","S103","Unfamiliar","Unknown",3.58,7.69454911112991
"458","S103","Unfamiliar","Unknown",3.635,7.51286915442748
"459","S103","Unfamiliar","Unknown",3.69,7.35998778809001
"460","S103","Unfamiliar","Unknown",3.745,7.22904128235162
"461","S103","Unfamiliar","Unknown",3.8,7.11857455032943
"462","S103","Unfamiliar","Unknown",3.855,7.01932616392328
"463","S103","Unfamiliar","Unknown",3.91,6.92397581870379
"464","S103","Unfamiliar","Unknown",3.965,6.83103211895231
"465","S103","Unfamiliar","Unknown",4.02,6.74864982427845
"466","S103","Unfamiliar","Unknown",4.075,6.68670577388578
"467","S103","Unfamiliar","Unknown",4.13,6.65623164598101
"468","S103","Unfamiliar","Unknown",4.185,6.6768310137549
"469","S103","Unfamiliar","Unknown",4.24,6.75120090589556
"470","S103","Unfamiliar","Unknown",4.295,6.89034421704422
"471","S103","Unfamiliar","Unknown",4.35,7.0890457533284
"472","S103","Unfamiliar","Unknown",4.405,7.31402214446043
"473","S103","Unfamiliar","Unknown",4.46,7.52612000115317
"474","S103","Unfamiliar","Unknown",4.515,7.69287918598504
"475","S103","Unfamiliar","Unknown",4.57,7.79965612493143
"476","S103","Unfamiliar","Unknown",4.625,7.85650149817131
"477","S103","Unfamiliar","Unknown",4.68,7.8750534530097
"478","S103","Unfamiliar","Unknown",4.735,7.8661352771164
"479","S103","Unfamiliar","Unknown",4.79,7.8482457146907
"480","S103","Unfamiliar","Unknown",4.845,7.83267749762419
"481","S103","Unfamiliar","Unknown",4.9,7.83078387518273
"482","S103","Unfamiliar","Unknown",4.955,7.8429101521339
