Comparison,t,z
IntermittentUnfamiliar-IntermittentFamiliar,1.25201797207251,5.34
IntermittentUnfamiliar-IntermittentFamiliar,1.26324380847212,5.395
IntermittentUnfamiliar-IntermittentFamiliar,1.23905015359892,5.45
IntermittentUnfamiliar-IntermittentFamiliar,1.19720959138009,5.505
IntermittentUnfamiliar-IntermittentFamiliar,1.1783154319036,5.56
IntermittentUnfamiliar-IntermittentFamiliar,1.19069347855091,5.615
IntermittentUnfamiliar-IntermittentFamiliar,1.21339867831198,5.67
IntermittentUnfamiliar-IntermittentFamiliar,1.21092128895368,5.725
IntermittentUnfamiliar-IntermittentFamiliar,1.15117509867231,5.78
IntermittentUnfamiliar-IntermittentFamiliar,0.956937277212256,5.835
IntermittentUnfamiliar-IntermittentFamiliar,0.851034176568903,5.89
IntermittentUnfamiliar-IntermittentFamiliar,0.857459447082033,5.945
