Comparison,t,z
ContinuousUnfamiliar-ContinuousFamiliar,0.932695723053556,5.34
ContinuousUnfamiliar-ContinuousFamiliar,0.838125541952079,5.395
ContinuousUnfamiliar-ContinuousFamiliar,0.674361679639936,5.45
ContinuousUnfamiliar-ContinuousFamiliar,0.558477481732577,5.505
ContinuousUnfamiliar-ContinuousFamiliar,0.488202758858645,5.56
ContinuousUnfamiliar-ContinuousFamiliar,0.465665810275132,5.615
ContinuousUnfamiliar-ContinuousFamiliar,0.484598671273194,5.67
ContinuousUnfamiliar-ContinuousFamiliar,0.502147868895377,5.725
ContinuousUnfamiliar-ContinuousFamiliar,0.501454479902318,5.78
ContinuousUnfamiliar-ContinuousFamiliar,0.478652117309068,5.835
ContinuousUnfamiliar-ContinuousFamiliar,0.411337756154547,5.89
ContinuousUnfamiliar-ContinuousFamiliar,0.621257098180467,5.945
